40,88,69,45,242,40
35,91,86,128,69,28
31,63,93,168,128,31
26,98,97,53,69,29
29,88,54,14,80,24
30,102,72,3,151,29
31,100,86,38,111,31
31,97,51,50,193,26
25,96,95,33,240,38
20,92,96,78,203,20
23,89,77,33,159,31
29,94,97,120,207,24
35,102,55,248,112,27
24,86,71,176,41,27
33,101,99,196,216,33
32,94,97,168,208,34
24,93,103,203,137,24
30,88,74,216,144,29
25,99,55,149,107,34
32,79,94,153,152,32
28,91,62,116,73,28
35,94,85,147,192,35
29,97,93,238,83,32
34,75,68,175,125,33
29,95,95,216,241,29
24,86,90,165,58,32
28,96,83,117,74,20
37,97,94,33,18,38
34,80,98,172,142,34
26,85,87,230,223,30
28,95,62,149,155,28
31,98,95,125,186,31
21,93,63,28,8,21
31,95,83,114,91,24
33,101,96,127,25,32
24,88,92,98,27,23
29,95,90,92,36,41
33,101,93,134,102,35
25,93,88,44,92,25
23,99,87,181,200,34
33,85,99,109,250,32
36,85,63,191,130,23
33,69,72,206,208,33
27,88,93,231,29,29
36,89,70,166,129,35
23,84,79,25,24,34
27,104,99,188,177,36
24,104,86,22,22,24
41,99,98,143,59,42
35,82,92,174,204,34
35,93,85,236,78,37
32,99,90,151,70,25
35,99,60,223,194,35
33,99,82,78,223,33
28,76,86,12,26,34
23,101,67,172,153,24
26,103,99,150,176,32
23,101,64,185,14,16
21,104,97,108,108,29
25,99,93,237,163,25
30,93,88,186,32,37
28,94,76,60,188,29
16,91,65,185,23,36
31,89,96,37,121,31
29,85,77,116,108,29
28,101,90,7,169,28
27,90,67,219,138,28
33,95,86,178,254,34
34,92,99,207,148,24
30,91,74,213,161,30
17,95,81,153,11,35
28,96,54,11,167,36
29,97,71,69,218,29
32,94,84,116,11,31
35,101,75,238,147,34
32,76,95,25,116,31
30,99,60,205,221,30
28,93,105,160,69,36
29,102,86,229,111,32
21,89,75,61,57,21
34,94,54,253,207,27
35,97,80,46,100,35
32,90,102,46,25,28
31,92,80,133,42,29
24,96,53,159,70,30
24,91,71,244,255,24
27,86,85,46,228,35
34,96,98,161,55,29
29,96,94,77,72,30
37,88,99,176,239,37
27,94,73,224,23,37
38,94,88,205,41,32
28,88,67,172,47,24
35,101,101,43,22,22
34,93,73,167,193,36
36,95,76,39,254,36
24,98,94,223,198,25
33,101,97,185,212,31
20,88,88,100,61,23
29,96,97,88,136,32
34,93,70,213,6,25
35,97,55,85,29,29
21,98,91,117,116,21
20,95,83,254,130,23
35,97,86,150,69,35
35,87,84,121,232,16
25,95,98,246,207,25
33,97,76,212,101,30
32,83,75,12,173,20
23,86,77,204,229,28
34,100,78,148,175,34
23,85,66,247,245,23
33,102,97,146,50,20
33,89,97,56,172,27
33,93,57,127,103,33
18,91,77,75,10,25
29,97,71,79,181,29
24,86,72,195,136,27
21,92,65,54,223,36
31,71,89,199,129,31
34,85,90,122,213,35
22,93,87,48,225,22
27,63,57,40,234,27
26,97,78,166,159,32
37,101,89,226,96,28
38,95,78,224,14,34
34,97,84,255,116,35
35,100,87,205,159,29
28,96,91,152,113,29
29,91,89,221,73,33
21,90,63,177,78,21
17,93,89,243,107,17
26,98,79,245,127,36
31,93,83,241,82,31
33,102,87,136,108,31
30,92,96,39,96,31
28,95,93,210,50,28
35,99,71,175,13,35
29,98,66,162,98,30
28,95,100,240,208,34
23,96,70,80,222,33
31,97,63,40,252,34
20,91,93,2,1,20
33,94,97,88,118,37
28,90,77,31,33,29
35,95,103,109,112,35
16,98,84,49,185,17
32,89,99,27,148,34
34,91,97,111,39,35
36,97,58,196,79,36
33,89,56,65,105,26
31,85,70,76,74,31
19,73,77,93,220,17
34,97,98,230,233,34
34,90,99,137,2,34
32,96,73,102,126,32
30,91,72,138,179,31
32,96,96,168,1,32
30,100,70,30,72,30
32,96,92,135,189,34
34,83,91,119,111,33
28,97,100,145,136,30
32,100,95,222,56,32
35,89,73,199,171,35
35,97,95,135,21,35
19,94,98,143,235,19
35,102,90,181,28,34
25,98,95,5,44,23
35,93,60,153,20,35
31,81,73,240,210,31
32,88,58,149,30,35
32,98,79,35,222,30
36,102,84,150,239,35
25,95,102,169,168,25
34,81,87,38,169,33
34,97,84,160,98,38
20,88,91,23,149,36
35,93,83,222,54,37
36,85,57,248,221,36
28,96,94,96,242,28
38,80,86,157,220,38
37,104,58,126,170,37
33,101,95,175,165,22
25,98,80,217,13,28
18,89,100,50,1,17
17,102,99,122,180,17
28,91,76,6,59,27
29,70,91,121,187,32
23,95,96,235,240,28
34,91,83,64,51,36
16,81,58,195,176,16
21,88,99,228,120,20
36,102,49,53,34,34
36,93,101,226,113,32
38,103,92,68,254,23
25,80,92,226,156,25
25,92,71,185,118,27
34,95,84,95,49,36
33,95,71,154,183,32
22,103,46,114,38,32
30,95,76,167,74,24
21,83,87,84,44,28
36,101,76,186,83,16
30,91,77,77,188,33
28,99,80,122,243,27
34,101,82,39,203,34
34,97,92,137,4,29
30,87,89,187,74,26
23,100,63,39,42,23
33,101,70,168,65,34
33,100,84,70,41,35
33,79,91,19,243,33
32,101,94,204,67,31
33,93,86,178,36,34
29,99,89,127,42,22
35,99,75,151,249,35
28,100,91,54,221,15
15,100,79,142,13,15
34,96,83,122,67,34
37,106,90,183,208,37
21,87,89,111,257,21
29,97,72,177,117,19
34,94,93,188,138,34
33,96,89,140,226,40
28,100,72,213,65,28
26,93,91,216,74,26
33,101,67,154,123,33
27,94,59,23,28,19
26,96,70,197,82,28
35,91,98,218,237,24
26,69,101,238,42,28
29,83,93,240,201,28
30,100,97,23,152,28
32,91,80,138,135,32
36,86,81,145,76,27
22,98,102,171,182,27
21,99,90,111,15,31
30,98,74,140,208,29
28,93,77,139,134,28
32,101,76,46,188,30
39,90,59,219,33,39
29,92,87,186,229,31
30,86,85,144,185,30
23,101,78,116,155,21
24,83,92,145,122,24
38,97,62,96,250,30
35,86,77,199,196,35
35,100,75,97,239,35
33,94,50,92,113,34
37,97,75,177,168,37
34,97,102,116,186,31
21,98,82,47,173,32
38,95,93,230,55,28
34,98,81,158,250,19
19,101,71,109,79,25
38,95,93,11,169,37
29,99,94,140,19,29
19,95,60,73,41,19
28,84,84,38,164,18
30,89,55,47,187,19
34,85,99,18,72,30
22,97,101,247,26,22
30,89,88,126,66,30
32,96,77,143,130,32
30,100,75,48,172,29
38,95,86,228,148,31
34,95,81,234,248,34
36,89,94,156,157,28
33,98,71,241,66,34
38,96,99,152,124,35
28,99,89,15,115,20
20,77,79,189,146,20
30,97,81,74,225,32
31,92,73,68,245,28
28,93,99,123,61,18
33,88,92,131,248,27
33,97,66,42,232,34
31,78,54,207,224,29
38,90,59,19,66,38
28,84,58,203,96,28
16,95,93,147,67,37
36,94,81,104,251,35
34,97,87,169,123,31
29,86,76,78,171,29
27,97,91,249,224,31
33,73,57,244,75,32
31,92,88,48,205,32
24,99,83,228,164,33
28,97,100,152,99,27
18,99,95,238,108,18
11,91,88,210,160,34
31,94,88,102,79,31
29,98,90,233,158,29
32,95,54,157,67,29
28,93,78,206,150,28
34,86,78,253,193,34
23,93,90,182,79,25
31,97,68,139,92,33
25,95,97,94,9,25
33,93,68,206,120,36
26,82,91,217,16,26
36,88,85,231,148,33
25,84,94,35,111,25
33,94,71,116,87,32
31,96,94,213,68,30
34,95,60,207,252,26
27,97,103,12,19,37
29,97,62,143,236,28
34,98,97,71,139,32
15,104,97,148,135,33
22,95,77,231,-1,20
31,93,93,138,212,25
37,99,85,239,126,37
19,99,85,52,158,33
30,85,79,129,105,34
21,92,99,61,162,21
29,84,86,9,185,31
26,96,88,37,86,26
24,95,74,124,1,34
14,98,76,170,100,16
31,86,84,40,5,31
31,101,101,70,79,36
35,100,86,79,56,33
35,98,101,180,104,34
37,96,80,190,233,37
34,94,88,116,187,28
36,100,98,111,134,30
25,93,90,37,10,25
31,102,72,188,200,31
31,88,68,100,168,31
38,100,51,123,163,36
33,98,55,241,87,33
22,98,96,249,240,37
27,89,93,23,69,41
24,95,61,181,113,25
32,99,78,113,236,29
34,93,93,26,220,20
22,102,88,29,3,22
20,94,62,93,21,20
26,101,93,208,162,26
34,96,100,-1,227,31
21,78,90,17,212,25
32,102,93,109,189,35
27,87,53,55,144,26
21,100,95,249,129,24
21,92,50,192,118,29
31,93,57,218,41,29
32,97,101,108,221,32
29,95,94,237,110,27
20,101,87,16,185,31
38,94,68,120,247,39
34,102,93,66,143,34
29,95,71,80,126,27
33,95,63,165,245,28
38,90,97,187,243,26
31,96,56,193,34,34
30,87,70,56,127,29
33,91,91,178,148,18
31,87,46,65,232,34
29,88,96,39,137,29
37,97,93,47,129,18
34,101,95,126,196,30
37,89,96,28,67,37
29,90,95,73,182,29
32,88,101,71,234,32
32,79,71,208,243,29
34,74,89,114,64,30
33,93,103,36,161,33
31,94,95,145,122,31
31,98,57,81,205,31
32,97,70,150,147,15
32,100,74,87,237,19
22,97,74,195,78,37
15,101,78,159,117,22
24,94,100,201,93,25
17,97,97,187,85,38
33,100,56,38,9,23
30,90,76,177,225,24
32,89,95,13,223,20
30,68,67,241,114,30
36,101,69,117,81,35
39,90,72,75,138,39
30,97,98,15,38,29
32,86,75,58,166,32
11,84,94,55,238,11
22,93,84,225,103,22
23,75,83,161,120,24
32,100,103,116,160,34
29,86,69,143,218,32
19,100,84,158,20,19
34,99,89,103,15,36
33,78,56,163,252,33
31,100,79,226,7,31
34,95,56,218,123,35
33,83,87,237,255,33
27,93,82,84,160,29
31,90,78,49,187,31
34,93,91,213,8,34
31,95,86,49,204,22
34,94,91,136,99,34
35,87,100,255,248,35
22,99,88,92,43,33
26,92,81,66,106,25
23,99,57,76,193,21
31,96,71,216,98,22
30,90,94,4,138,30
27,99,76,123,129,36
26,92,81,78,40,28
37,99,57,194,43,19
28,99,66,211,216,27
37,86,54,225,4,38
33,100,75,32,212,33
34,95,82,120,130,37
22,98,72,129,184,22
36,103,86,127,21,31
29,93,89,228,166,34
32,89,77,45,159,33
33,81,89,228,64,32
24,91,103,25,187,28
32,102,90,67,133,30
29,93,96,2,7,33
31,97,62,153,72,31
33,89,72,45,203,33
32,91,96,131,122,34
34,93,83,15,97,34
27,98,99,20,50,34
35,95,101,191,149,35
29,99,74,207,249,31
29,96,68,205,238,29
25,95,82,194,72,24
31,97,83,126,226,32
19,91,72,123,47,19
33,96,93,36,70,34
31,102,96,121,198,31
29,89,78,65,136,32
29,75,60,191,150,21
35,84,90,-1,92,19
22,102,100,252,239,22
36,99,86,53,15,37
19,100,57,160,12,25
33,99,93,113,218,29
32,94,78,143,123,34
31,95,94,13,129,34
26,97,98,246,123,19
29,75,79,68,252,35
27,99,90,160,160,26
39,102,62,179,136,39
39,98,86,35,227,29
33,102,69,10,114,29
29,98,78,208,228,31
35,100,91,5,197,35
30,76,99,197,198,30
34,90,49,62,115,36
21,92,91,112,133,22
37,101,81,93,80,27
28,98,56,150,88,27
22,90,99,132,116,28
30,93,61,221,85,30
28,82,87,169,12,26
31,93,96,36,199,32
20,95,60,89,33,20
35,85,101,130,205,36
32,97,97,211,122,33
27,95,86,74,37,25
41,94,71,88,258,20
34,100,88,141,191,34
35,103,75,19,223,31
28,81,91,66,155,30
33,104,78,144,83,34
20,98,95,82,63,20
31,100,102,125,172,29
33,100,82,169,8,33
37,85,75,43,166,29
13,99,67,83,203,11
33,101,85,26,131,28
17,82,86,168,185,30
25,71,83,149,185,26
35,88,73,137,17,24
33,96,87,202,235,33
35,92,100,248,63,35
27,101,66,180,167,29
29,101,61,201,245,26
23,90,101,198,17,33
30,97,60,27,165,30
28,99,93,32,149,27
36,95,96,222,238,32
20,93,98,215,165,19
28,99,90,43,26,24
30,97,95,13,56,30
28,83,57,198,241,28
25,91,101,140,48,32
29,94,88,234,135,33
31,100,63,2,132,38
33,101,98,59,58,33
34,82,89,203,87,36
29,98,97,250,204,34
33,94,79,13,131,33
14,82,85,200,171,23
29,85,52,215,9,26
26,98,101,204,65,26
36,89,90,93,146,36
30,100,76,244,75,23
27,93,85,4,95,27
32,99,51,30,173,32
26,91,61,248,15,26
32,102,88,53,213,31
37,86,93,4,9,37
28,100,70,95,161,23
39,92,92,228,62,38
27,94,59,13,122,29
32,95,100,38,168,31
31,83,89,17,31,31
34,95,88,232,130,35
33,92,96,111,167,33
28,90,84,102,175,25
37,79,68,96,96,36
13,102,98,127,244,28
17,94,94,133,77,17
27,99,80,242,191,27
31,99,99,216,212,31
37,85,74,68,41,35
33,93,99,25,247,33
31,92,77,252,13,36
32,91,99,227,197,28
27,79,62,166,250,24
26,88,105,87,31,22
29,102,61,3,139,29
20,95,91,78,70,28
36,91,67,239,48,34
29,99,84,165,60,16
35,97,53,205,158,30
30,97,84,253,174,30
20,98,99,231,192,22
25,99,87,132,186,25
32,92,71,190,43,37
34,103,83,165,81,33
33,92,73,-2,37,31
26,100,98,229,235,21
21,90,99,153,137,21
25,90,73,190,249,28
31,76,74,97,68,31
34,91,87,56,-2,34
37,75,99,110,6,23
28,103,59,108,222,28
27,95,91,92,107,27
24,99,96,254,78,24
33,97,99,230,124,32
36,91,96,51,21,34
30,93,92,65,201,30
22,96,89,29,4,22
32,90,87,181,123,26
31,88,74,-2,78,31
30,93,88,3,246,26
31,91,51,116,171,31
28,94,91,145,187,35
32,99,87,50,178,29
26,71,85,138,244,26
27,93,97,135,164,20
34,92,90,53,25,38
35,99,95,176,126,33
33,95,62,34,28,33
30,98,97,25,204,34
29,88,78,237,38,19
35,99,72,192,174,35
20,98,98,243,214,29
31,97,70,196,182,31
24,86,77,217,107,24
19,103,101,215,162,19
10,96,83,245,68,14
33,61,83,71,229,33
33,102,97,131,2,29
24,84,89,82,89,24
26,89,73,17,98,26
24,93,92,147,246,33
38,92,56,207,215,36
27,89,98,28,30,20
34,98,97,191,80,34
25,98,99,188,188,34
26,90,88,30,171,26
35,74,100,220,74,35
31,98,94,55,147,39
32,97,86,260,179,33
33,105,53,110,65,28
32,96,54,161,133,31
33,96,93,225,213,23
37,84,89,201,203,37
22,91,98,220,28,24
28,91,98,150,132,36
31,95,96,10,38,31
33,97,71,8,227,33
32,91,99,167,189,32
32,100,71,191,202,30
16,91,93,215,227,18
31,81,72,123,54,31
31,97,69,138,68,37
34,97,84,136,228,30
24,99,77,153,65,24
26,86,65,21,223,26
32,96,89,95,195,34
17,94,81,219,100,30
34,82,94,99,42,24
28,97,55,142,244,30
29,96,68,32,54,28
33,97,91,156,171,33
33,95,54,126,184,33
31,79,89,242,109,38
24,96,80,213,132,25
29,100,98,163,76,29
35,99,95,180,0,35
30,99,89,110,203,30
33,81,85,34,20,36
18,89,96,61,31,27
31,98,80,124,32,31
33,98,87,27,157,33
25,87,99,36,88,23
32,101,97,71,34,34
33,82,79,176,84,24
36,96,89,188,73,21
27,89,81,162,42,36
22,102,95,220,131,31
17,97,61,45,52,16
34,96,86,60,129,35
16,95,97,103,213,29
33,94,99,181,124,33
30,95,75,180,218,30
23,93,102,217,237,28
37,90,90,2,212,20
18,92,79,73,175,38
30,96,73,197,75,32
38,97,74,101,93,30
34,99,90,117,228,32
27,85,91,233,241,29
28,87,100,118,40,26
34,100,57,244,43,32
17,61,83,75,190,30
33,96,89,238,12,36
29,96,86,132,184,26
24,95,99,214,215,22
35,87,99,70,109,35
30,98,60,86,28,30
27,93,90,40,74,29
33,101,56,247,142,33
33,91,98,91,110,14
37,93,82,164,181,29
31,96,87,118,116,31
30,101,94,49,165,31
31,85,98,222,147,28
26,90,86,196,71,36
27,98,83,4,69,34
25,98,102,67,88,25
31,86,79,72,39,21
34,95,96,56,240,34
33,83,55,22,39,34
22,91,60,72,20,23
23,96,54,190,66,33
35,89,57,11,35,26
29,97,99,135,175,26
26,93,61,240,48,35
28,91,61,147,42,37
37,93,71,233,124,27
32,82,88,182,180,17
20,77,90,103,41,31
33,101,55,146,176,33
34,88,94,211,238,20
29,90,79,59,242,36
27,97,84,38,86,31
26,97,84,49,99,31
24,81,97,134,245,24
32,93,51,6,218,30
36,99,87,14,143,35
35,97,92,199,230,33
23,65,82,38,5,22
31,91,92,102,149,31
34,85,91,0,97,26
30,94,86,251,177,30
36,101,82,12,153,37
34,91,99,180,172,34
19,95,65,112,71,19
36,101,59,210,47,23
28,99,95,65,143,30
24,97,98,29,126,24
34,96,94,221,142,34
33,99,99,154,246,31
33,89,52,110,179,25
20,89,58,225,119,20
25,94,75,223,246,27
31,92,81,8,4,32
37,99,98,10,82,37
29,97,87,111,144,34
35,91,85,74,139,19
29,95,94,192,57,29
27,98,69,196,231,27
38,96,93,177,198,34
33,100,75,111,102,27
20,78,99,16,120,20
29,91,87,0,64,27
23,89,73,14,239,23
34,92,65,156,111,35
29,97,78,79,193,37
18,91,97,54,151,16
33,102,51,11,233,18
35,99,96,254,248,22
36,72,87,135,203,36
19,99,79,196,71,28
26,98,94,154,88,28
24,91,97,166,144,31
35,101,99,52,93,20
35,89,96,109,224,39
25,99,85,230,135,26
30,99,72,56,23,40
35,90,97,246,229,35
32,81,58,67,18,21
34,93,92,251,85,32
21,96,87,87,95,21
25,97,77,219,192,31
28,91,90,32,197,28
32,99,89,56,50,34
26,100,92,198,160,32
33,97,102,122,113,31
28,95,86,193,198,28
35,102,100,94,50,35
26,98,74,125,107,26
35,87,53,167,186,34
26,81,84,251,224,26
27,102,81,81,3,18
32,81,91,217,187,32
27,86,96,2,191,27
24,75,80,136,165,33
24,100,83,62,222,30
38,87,76,152,201,30
17,102,79,138,247,33
27,104,86,226,2,27
33,94,71,202,125,33
32,95,81,184,199,30
31,98,99,131,221,31
27,85,81,45,48,28
17,89,64,20,206,17
35,99,93,53,213,35
27,102,97,57,169,31
43,85,63,61,28,43
22,97,56,22,78,22
30,88,73,197,145,21
25,99,95,176,173,25
28,90,98,223,18,28
39,94,90,197,160,39
30,94,98,150,29,31
24,104,73,47,217,20
32,83,71,145,216,32
15,90,83,200,42,19
20,100,87,198,27,20
22,73,99,249,201,22
26,94,64,213,114,27
29,86,89,191,166,27
34,89,86,116,95,32
34,85,86,199,4,32
34,97,85,94,66,32
35,99,86,182,56,31
31,93,93,231,51,36
27,92,86,149,71,32
17,97,67,200,137,32
29,99,76,177,130,31
36,98,79,190,234,36
30,99,60,224,189,30
34,97,80,250,167,34
36,102,94,247,101,35
36,93,57,144,38,36
33,103,80,63,66,33
21,102,95,96,201,21
34,88,98,53,203,34
33,94,80,239,40,26
33,96,94,90,50,34
24,93,91,104,45,32
32,93,86,149,8,28
33,102,91,135,13,32
31,91,95,44,139,33
14,100,86,231,218,19
30,96,69,244,229,19
34,101,51,37,71,36
35,90,96,71,37,35
37,93,56,108,198,37
34,102,86,82,98,34
21,88,83,41,242,20
33,86,83,68,110,36
36,97,88,188,207,32
35,93,79,32,110,35
29,86,72,40,32,29
30,100,65,109,166,30
33,103,91,3,76,33
25,95,96,191,131,36
36,100,64,46,96,31
32,93,73,240,103,30
35,96,82,28,101,35
34,94,80,71,104,34
27,94,70,118,127,26
39,69,89,61,124,37
34,72,91,246,76,34
22,100,73,133,237,20
36,98,88,72,59,29
32,98,79,20,12,35
33,103,97,148,246,34
36,96,90,166,136,36
15,88,77,150,204,34
34,96,96,33,192,34
28,97,97,135,56,33
33,93,84,114,127,33
25,75,86,83,87,25
29,77,85,9,247,30
34,64,75,59,237,34
21,93,91,241,214,22
28,98,75,108,211,28
20,88,97,25,170,20
30,96,67,248,74,34
29,83,89,118,43,28
25,94,91,205,68,27
30,84,88,112,110,29
34,92,84,204,224,33
32,96,91,208,151,32
22,99,74,159,160,22
33,84,85,21,68,23
35,95,74,201,43,23
16,98,59,36,171,31
24,93,77,5,69,26
34,97,66,238,126,30
27,101,74,165,129,27
28,91,72,8,243,31
22,98,54,45,217,29
14,92,91,64,57,26
27,84,85,64,39,18
35,90,85,117,56,33
24,102,93,251,148,24
18,96,84,158,93,38
22,96,50,185,45,14
32,95,56,13,130,31
29,98,94,142,89,29
36,89,71,217,104,36
27,76,64,182,192,27
33,93,79,210,29,31
28,62,71,199,154,28
32,101,66,226,52,34
30,95,74,62,138,34
27,93,95,189,98,30
33,101,85,42,99,33
36,89,90,144,69,36
22,96,63,28,34,22
21,88,100,256,29,35
21,85,59,230,66,33
21,85,93,53,23,21
35,83,89,68,17,33
28,91,92,147,214,30
36,101,81,88,69,36
27,96,92,63,110,19
25,89,74,28,210,31
16,78,65,186,78,16
21,99,92,47,223,33
27,98,57,75,33,33
34,98,93,74,22,34
28,85,65,158,219,31
36,93,91,33,50,36
29,97,67,65,33,37
35,98,78,197,148,13
29,95,95,160,97,29
36,93,98,27,134,34
29,102,98,248,134,34
25,98,99,175,136,34
33,87,62,256,114,30
32,86,93,83,230,33
20,94,78,103,12,20
27,90,81,185,130,26
34,89,94,50,74,34
13,102,93,226,189,15
28,84,91,240,174,28
33,92,79,91,77,34
33,95,73,123,40,33
30,81,80,105,218,37
32,88,78,24,212,32
28,99,94,57,199,28
32,98,89,95,86,32
18,96,99,25,172,36
16,98,76,248,89,16
34,80,81,3,103,35
35,92,70,64,219,33
19,98,96,22,45,19
34,102,95,107,214,19
34,98,93,173,79,27
38,92,72,252,158,38
32,96,84,247,142,32
31,104,74,158,207,31
30,90,94,128,12,30
29,86,97,149,245,29
32,94,79,38,88,24
37,76,99,105,37,26
35,91,84,3,163,25
31,96,100,18,51,31
27,94,100,12,72,26
27,85,97,22,228,29
35,96,68,74,133,35
18,99,73,173,177,18
31,82,94,196,107,15
27,101,95,86,192,27
23,95,98,178,113,24
30,99,96,148,79,38
28,79,98,5,121,32
24,97,82,56,177,24
36,98,86,125,175,25
36,97,95,108,223,28
30,101,94,223,161,25
