193,227,173
223,226,116
50,106,138
50,122,173
182,148,139
75,105,34
195,105,138
193,253,138
50,150,191
222,96,193
224,225,173
143,253,137
52,97,137
222,104,50
48,98,114
192,105,50
179,255,211
193,147,50
145,94,138
181,94,49
222,102,173
195,226,137
191,148,193
181,106,211
193,120,50
182,124,193
179,104,50
179,96,116
50,226,193
50,146,50
195,94,173
75,253,136
193,120,50
77,227,193
193,146,138
193,105,191
182,106,50
77,227,173
182,105,33
182,226,193
191,254,140
223,226,116
144,94,48
182,254,116
193,148,140
193,105,32
182,254,139
141,97,138
182,122,192
223,224,33
143,106,195
143,108,50
182,146,193
178,97,207
143,105,50
182,97,195
142,106,140
77,105,33
179,104,50
182,124,193
176,226,172
193,98,139
51,106,139
77,226,116
222,94,116
180,120,207
179,94,50
77,148,138
193,148,116
143,108,209
193,225,114
179,148,193
77,96,34
222,226,138
194,120,52
143,253,137
222,228,195
50,97,50
191,148,52
52,97,191
50,97,170
77,105,32
222,94,116
143,122,136
191,148,35
50,148,173
182,254,193
178,124,138
182,106,33
77,97,33
50,105,138
143,254,138
50,96,193
50,106,139
193,148,193
182,97,193
195,226,173
182,152,209
224,97,112
193,122,193
178,124,209
50,126,193
193,148,140
181,94,211
143,148,194
191,148,138
222,148,138
77,122,50
195,226,33
48,122,139
193,122,140
50,226,193
50,122,193
50,150,193
77,105,50
182,149,193
223,105,50
77,122,193
223,94,116
141,122,195
181,253,195
141,104,139
221,229,116
179,226,209
50,225,172
193,106,50
182,254,193
182,226,140
49,226,207
195,226,173
52,148,193
195,225,192
223,122,137
193,106,49
142,254,193
193,148,50
77,227,173
182,254,195
179,106,50
50,151,193
179,226,208
183,226,193
181,105,211
182,148,193
193,148,138
179,106,209
191,103,208
182,97,192
192,104,136
222,106,33
50,225,173
50,149,193
193,148,138
221,227,193
143,253,173
180,226,193
50,226,211
182,254,114
50,122,193
50,97,172
222,226,173
193,224,171
194,148,140
179,94,140
178,94,193
182,254,50
177,94,207
50,226,50
182,148,193
222,226,207
143,226,138
182,148,33
50,123,50
74,96,33
182,149,193
143,105,191
222,97,193
182,99,193
77,105,33
222,226,138
143,106,138
184,251,33
192,148,51
182,150,208
193,122,211
74,105,33
182,227,209
182,226,114
51,98,173
191,148,193
179,97,50
193,149,137
79,105,191
182,122,31
193,148,50
178,120,207
222,226,193
182,148,193
75,254,50
191,226,50
141,95,138
182,105,52
182,148,193
50,227,139
179,97,173
50,94,211
182,106,193
75,227,195
222,99,193
182,148,138
221,226,193
144,106,138
182,254,195
182,226,191
77,226,50
179,105,50
141,253,138
193,148,50
143,97,139
181,255,138
50,254,193
195,124,209
193,122,209
223,105,116
221,227,193
222,97,116
180,228,140
50,151,193
182,148,194
222,225,174
222,226,211
48,105,209
50,227,173
75,105,209
50,226,193
143,226,141
50,94,210
222,226,50
222,227,114
193,148,50
191,99,172
182,254,193
179,254,193
195,97,207
193,148,138
177,97,193
183,148,193
182,104,173
182,148,51
193,148,140
194,105,207
193,148,193
50,105,138
143,105,138
223,226,50
193,148,206
143,108,113
50,226,140
182,97,139
222,121,48
223,225,116
222,228,140
193,97,138
221,226,116
142,97,173
182,106,140
223,224,173
50,94,139
193,122,138
180,255,48
183,151,173
182,251,136
193,149,50
222,94,116
182,106,193
183,108,116
179,97,50
183,252,141
50,226,115
222,225,50
75,104,172
79,122,32
143,105,138
222,226,173
180,254,138
194,148,193
180,123,116
77,123,33
220,226,114
221,148,114
193,148,192
179,122,194
143,148,139
184,227,175
222,226,50
77,96,140
50,148,193
193,149,193
143,254,193
193,148,138
182,148,193
50,104,173
193,148,138
51,97,193
179,224,114
50,226,173
52,124,173
50,150,195
222,226,114
222,105,50
179,96,116
222,106,114
179,96,116
50,148,50
143,123,193
51,97,117
77,105,142
182,146,139
50,98,140
143,254,137
179,105,50
182,148,140
141,122,138
193,122,138
193,251,51
179,96,209
181,146,138
182,105,50
179,105,207
195,148,137
50,97,193
223,226,49
143,148,50
191,225,114
179,226,193
222,93,116
75,148,50
75,122,193
143,253,138
184,120,193
193,120,193
179,254,50
220,226,116
50,151,173
182,254,193
182,106,193
182,146,195
50,105,139
182,94,193
50,104,173
50,97,171
75,105,50
193,228,209
182,254,141
179,94,211
182,99,209
143,122,138
182,106,48
182,106,191
222,97,195
50,97,193
181,97,50
50,98,116
179,96,209
222,226,116
49,105,193
224,106,114
77,123,173
143,226,193
193,253,209
50,94,173
222,226,116
75,105,50
182,124,192
221,226,116
143,150,138
75,148,50
182,252,140
145,108,209
182,254,114
191,148,138
179,226,209
143,94,138
143,105,140
50,105,139
143,224,137
143,226,193
182,226,193
183,226,140
180,226,139
77,122,31
52,124,193
223,226,115
195,148,52
75,254,193
182,148,116
182,120,172
143,253,138
143,226,138
195,150,193
182,107,138
143,105,138
142,94,138
193,148,140
221,98,192
142,106,138
143,253,173
50,124,195
222,254,209
193,148,138
193,148,50
178,122,207
182,148,194
193,253,172
193,106,33
181,97,193
179,106,211
77,124,191
77,149,140
145,108,192
181,148,193
222,226,193
223,224,114
178,107,193
179,254,50
193,148,138
182,97,209
179,105,139
75,96,209
181,103,192
50,253,193
143,105,193
178,106,140
75,150,192
182,104,140
177,226,116
193,148,50
182,121,139
193,106,192
48,150,193
182,107,193
184,120,207
50,226,114
182,97,192
182,256,193
50,228,173
77,105,33
193,106,193
182,97,173
193,148,114
51,97,172
79,105,138
193,226,138
50,122,193
193,148,48
193,148,50
179,97,209
182,122,140
49,148,192
222,226,114
179,254,140
224,226,114
50,104,193
222,226,193
143,252,50
193,228,116
193,122,138
182,148,173
180,122,207
193,148,138
191,148,49
143,253,138
50,105,51
50,96,173
179,120,142
77,105,33
143,252,141
193,122,192
184,254,193
220,228,116
77,107,140
223,148,137
50,95,193
182,148,138
181,226,139
222,94,116
222,149,114
50,148,192
50,103,50
51,120,209
222,94,138
182,120,209
143,150,193
49,97,172
182,252,193
193,148,192
50,124,193
181,148,138
193,226,173
182,227,138
195,105,49
224,226,211
222,226,193
179,108,209
182,226,50
77,149,33
193,148,209
50,225,213
144,122,194
222,148,140
178,226,116
183,120,207
77,105,33
177,96,116
50,148,173
223,226,115
50,120,193
182,107,193
182,149,193
50,148,138
179,105,50
181,122,193
222,97,193
50,105,193
75,106,139
193,122,52
221,227,193
143,94,209
179,254,208
179,103,211
180,122,193
182,97,193
50,226,211
50,150,193
143,254,140
179,97,207
143,97,173
77,105,33
182,254,139
50,121,193
52,254,209
223,122,194
50,227,172
182,148,138
181,254,49
182,224,193
222,94,116
48,227,140
50,105,193
224,106,114
179,106,207
143,97,193
221,226,138
50,96,172
179,254,207
222,226,173
181,148,193
221,227,193
75,106,193
193,124,192
178,254,173
143,148,50
221,94,140
178,123,194
76,106,33
223,124,193
183,253,207
193,122,50
75,254,33
177,226,114
182,226,140
182,97,191
222,226,114
143,148,113
179,94,138
193,148,50
75,94,138
179,148,209
182,251,211
225,149,194
179,95,207
143,253,137
51,148,138
179,99,209
224,148,112
222,227,116
222,97,193
179,96,173
181,97,114
182,146,193
182,122,193
193,226,116
222,94,116
222,149,49
183,120,193
220,226,173
51,105,193
182,123,33
182,97,193
193,148,138
50,149,195
182,105,50
50,148,192
178,105,209
75,106,193
223,105,33
193,105,50
193,148,140
193,148,50
222,148,191
195,148,139
192,150,173
50,106,193
193,148,209
50,150,50
48,106,138
141,121,193
182,148,209
48,107,193
143,252,193
178,226,209
179,226,172
181,226,171
222,226,209
193,96,209
182,254,193
222,226,173
180,226,137
182,254,138
143,122,195
179,251,138
144,122,50
50,149,50
195,122,50
193,256,50
179,226,116
182,148,138
50,226,192
182,94,114
221,226,114
182,256,140
75,106,193
50,227,193
193,226,116
222,226,140
182,254,113
48,97,173
193,108,139
74,254,140
182,226,195
50,148,50
142,148,140
182,148,140
143,105,139
179,149,47
179,108,50
193,105,50
223,122,50
50,97,140
193,148,114
222,226,209
193,225,50
143,226,138
223,148,138
182,97,193
224,97,114
77,107,193
75,226,33
195,226,33
182,124,195
50,124,193
51,226,32
223,224,114
50,105,50
50,225,193
50,95,174
181,97,193
222,226,50
193,148,209
181,122,49
50,226,33
49,97,173
182,121,172
191,254,193
220,94,211
50,97,193
179,227,207
181,254,193
143,105,137
221,226,173
77,148,208
224,106,50
192,105,193
183,106,192
182,150,50
50,228,173
193,106,114
193,148,33
143,97,194
50,253,195
50,227,209
222,226,139
75,105,49
50,106,114
50,226,140
193,148,50
50,122,194
50,254,140
181,254,35
191,148,138
221,226,113
182,148,31
182,149,195
222,226,115
49,106,139
50,225,211
222,149,193
48,106,192
182,226,192
51,105,51
50,226,173
222,226,113
50,227,193
77,227,49
223,226,50
221,226,33
75,105,138
222,226,138
178,97,50
143,148,138
179,94,209
77,106,33
182,106,33
50,226,50
50,124,139
224,121,52
52,147,193
182,225,114
75,105,116
193,122,49
182,225,195
179,148,50
50,149,193
51,105,32
182,106,192
77,96,116
194,107,191
142,146,50
182,119,209
77,150,33
222,225,140
77,97,207
182,98,193
50,148,138
193,226,116
77,105,140
78,150,33
181,149,49
223,225,116
191,148,49
143,226,51
182,106,193
177,96,209
193,148,139
143,103,193
222,253,138
222,226,173
141,124,195
180,228,114
222,226,209
49,94,209
141,122,138
222,226,50
182,120,139
77,147,50
50,97,50
179,94,211
193,148,136
222,120,209
182,106,193
143,148,138
182,121,193
179,254,50
182,254,139
182,124,193
182,254,140
222,94,114
50,122,195
194,122,50
222,105,116
76,122,211
75,106,50
182,254,193
79,105,33
50,106,139
143,122,136
195,226,116
193,228,50
193,148,195
182,148,173
50,97,140
50,94,140
182,122,193
180,148,138
52,226,172
77,104,33
193,104,52
222,255,141
77,122,116
49,97,197
75,106,33
143,124,209
182,253,209
145,94,193
193,105,50
77,254,140
193,226,209
222,226,207
142,148,207
50,227,138
193,148,138
179,256,208
193,105,50
178,124,209
77,148,138
143,106,193
51,148,32
182,124,193
50,148,193
222,122,193
51,97,209
50,105,116
140,122,50
179,97,172
182,97,195
139,122,138
47,106,139
182,103,193
50,106,139
193,107,211
50,97,172
222,226,50
182,253,194
223,226,116
226,105,114
52,226,140
50,148,136
182,254,194
50,150,193
182,103,50
191,94,50
193,122,193
223,97,116
50,106,194
77,106,172
191,104,33
182,148,192
50,98,137
220,226,173
222,226,50
223,226,116
50,97,173
50,226,173
179,122,207
221,226,116
182,254,193
77,105,33
223,104,193
183,227,48
222,105,116
193,148,50
223,225,193
222,94,173
48,148,192
224,226,50
50,97,195
142,106,140
49,97,174
179,122,50
223,106,193
182,251,138
195,148,193
222,148,193
193,105,33
50,120,193
222,226,193
179,97,207
182,105,139
182,254,193
50,253,209
181,97,172
50,254,194
49,148,50
193,148,50
193,148,193
223,225,137
179,105,206
222,226,114
193,97,138
193,226,116
145,122,195
193,148,49
142,124,33
181,226,193
193,122,138
182,253,138
182,253,193
182,95,174
143,226,138
51,97,173
180,97,116
143,105,50
50,104,193
77,226,31
179,94,116
223,148,114
193,97,193
51,105,33
51,106,32
48,226,140
222,226,138
143,148,136
48,122,193
193,106,193
141,224,138
182,122,192
193,148,173
191,149,51
222,226,49
143,254,139
78,149,33
144,148,138
50,122,138
143,105,193
144,106,193
222,226,117
77,105,193
51,225,193
179,106,209
179,106,140
181,226,51
179,122,207
179,120,207
182,254,193
143,106,193
178,254,209
193,147,50
223,226,114
222,105,50
75,105,193
182,97,50
143,253,195
77,94,173
182,226,193
193,105,140
182,106,193
193,227,140
76,106,193
50,254,140
75,148,193
76,226,193
143,105,192
184,124,193
182,122,208
223,122,114
50,106,193
143,106,193
224,106,193
193,105,50
78,105,140
179,226,50
222,108,193
222,226,193
143,148,50
220,226,114
182,98,195
222,147,50
77,227,173
179,226,114
51,107,50
77,227,173
222,226,197
50,148,172
193,97,172
182,105,50
193,105,33
49,105,138
51,122,30
222,105,50
182,254,193
51,105,50
75,106,193
178,148,207
179,105,50
184,148,193
222,225,137
179,97,193
49,120,209
182,122,193
50,226,173
143,148,138
182,120,193
193,148,138
179,122,193
182,150,33
50,124,141
182,229,191
143,148,193
224,254,140
183,122,207
182,105,173
196,121,138
224,253,114
179,254,209
193,148,140
182,94,211
142,148,139
222,228,116
48,148,195
222,226,193
50,122,50
182,124,116
193,148,138
223,226,173
182,105,50
141,122,138
192,254,139
49,226,116
193,106,193
182,93,193
50,224,171
222,226,139
181,227,193
182,105,34
194,105,51
179,254,140
224,106,138
224,226,211
145,105,193
179,226,50
195,226,173
222,226,195
193,106,193
52,99,50
77,148,195
73,122,193
222,226,116
182,97,195
77,253,31
221,226,114
143,253,194
77,105,33
77,126,193
222,226,50
77,227,140
222,226,50
223,226,140
51,120,140
191,94,140
50,148,193
75,106,33
144,148,50
182,147,193
182,252,193
143,250,139
224,106,114
179,148,209
50,226,116
193,150,209
182,122,138
52,150,139
182,226,138
143,106,139
180,94,172
223,225,116
222,97,114
50,126,193
50,254,171
48,148,209
77,107,33
193,148,195
191,106,193
181,227,193
146,148,140
180,96,209
193,226,138
50,105,174
177,104,193
179,148,116
77,105,173
221,226,193
182,149,192
179,254,31
144,148,50
195,120,208
49,95,33
193,124,192
143,253,138
182,255,50
143,105,138
182,254,139
52,97,33
184,254,140
49,251,211
179,121,52
143,226,175
182,146,193
222,226,50
222,226,50
49,98,193
222,253,193
193,253,138
50,122,51
181,254,50
193,148,50
182,149,114
48,226,211
54,97,118
52,105,32
182,97,195
181,150,138
143,253,193
195,105,173
50,253,138
182,105,193
77,105,33
52,97,173
182,98,195
50,148,140
48,254,140
193,107,48
77,97,193
50,228,116
222,226,193
48,106,191
79,148,193
193,226,116
193,97,195
179,252,207
179,94,50
194,148,50
182,148,138
73,106,193
222,148,116
180,226,114
182,104,173
182,150,50
179,94,209
193,226,138
221,122,195
50,225,192
180,97,207
182,106,139
50,148,192
193,106,193
50,226,140
50,106,193
182,148,209
142,97,193
51,105,136
143,226,139
50,149,193
75,105,50
182,106,193
77,98,140
193,226,48
222,226,116
193,148,50
50,97,207
223,225,193
182,105,51
182,226,139
193,226,193
223,227,193
143,254,138
50,97,50
222,96,116
182,97,195
181,107,193
181,105,193
179,253,193
182,147,195
143,148,138
221,227,140
182,227,172
180,120,193
47,148,50
195,124,193
222,226,193
143,253,195
50,148,173
193,122,192
192,224,172
50,148,175
74,105,138
48,106,193
50,226,33
51,148,208
50,226,175
143,105,31
182,120,50
223,226,193
50,124,193
50,226,193
195,94,50
222,226,116
143,107,137
177,122,207
50,226,195
222,226,50
49,226,193
193,123,33
182,226,172
182,254,191
193,148,192
181,228,49
182,228,193
77,256,139
179,225,173
182,148,114
145,148,52
222,94,116
50,227,116
221,228,116
51,107,210
194,121,172
180,120,195
193,228,209
50,96,173
78,105,173
193,148,140
182,226,116
143,148,52
179,106,50
77,225,193
193,148,114
222,149,192
50,98,50
179,121,140
222,148,193
182,226,173
144,94,138
50,226,193
77,98,195
50,106,116
180,256,116
50,227,209
50,120,173
143,252,50
193,146,209
73,106,33
181,97,50
50,253,192
223,227,192
177,97,207
77,229,195
194,105,50
222,226,193
50,97,209
50,254,141
142,106,193
179,97,207
183,94,138
193,148,209
50,226,209
193,150,209
225,97,114
50,147,193
183,122,193
180,256,208
195,224,173
181,148,50
182,226,114
141,97,136
182,120,193
50,148,175
193,120,50
179,97,209
50,97,172
178,124,209
193,106,174
77,97,173
177,105,34
143,120,139
222,104,116
77,148,209
223,227,116
50,146,138
184,251,138
182,224,193
79,97,207
179,225,173
222,227,173
143,107,195
194,104,50
182,120,193
48,120,141
222,97,173
50,97,173
182,149,195
191,252,140
191,226,174
223,148,116
184,105,138
182,254,193
193,105,193
182,148,140
144,124,50
182,254,140
191,148,50
181,94,116
180,106,50
182,148,139
143,105,50
50,108,173
76,225,193
193,148,137
144,150,50
48,122,173
184,148,193
48,107,193
193,150,50
182,253,50
220,226,114
141,147,50
193,94,138
182,99,193
192,97,51
179,97,207
193,146,116
193,94,209
222,226,50
223,224,140
143,95,140
143,149,138
182,94,50
50,253,208
181,150,138
76,105,193
182,150,193
195,94,48
52,106,50
181,147,49
77,122,32
182,105,33
182,253,138
77,123,140
182,107,114
194,148,193
144,148,50
50,254,140
50,106,193
193,122,50
77,226,33
220,105,50
193,226,116
143,106,172
184,125,193
179,107,141
76,105,33
182,256,34
193,122,136
223,105,116
143,106,172
221,96,193
222,226,116
222,226,116
222,253,50
142,105,193
181,124,193
182,254,140
48,148,192
221,226,172
50,106,192
191,121,193
145,254,138
50,122,116
182,105,50
193,148,195
179,105,50
179,96,211
193,253,193
182,122,50
182,148,51
221,105,116
177,105,33
143,148,50
143,148,193
222,147,116
183,122,33
50,105,174
180,105,209
181,122,193
48,122,50
193,106,50
50,97,173
181,226,50
193,254,52
50,104,173
77,105,33
179,94,50
191,148,140
181,251,136
191,94,116
179,97,193
143,253,50
224,108,114
77,94,193
50,226,173
222,122,193
193,99,50
222,254,116
50,124,192
49,228,193
182,124,50
193,148,194
182,254,193
221,253,191
193,104,48
193,122,33
222,226,115
222,226,114
50,150,211
182,149,193
182,123,33
222,226,118
51,99,173
193,150,209
142,106,50
143,105,138
224,226,112
143,97,139
50,99,172
182,149,193
222,226,172
49,94,211
75,121,52
50,106,140
220,224,114
193,148,195
50,106,140
193,105,50
50,149,52
179,97,50
75,122,173
50,122,193
75,96,117
193,122,195
49,106,173
223,150,135
179,150,209
77,106,116
193,105,209
222,226,114
50,148,192
50,107,193
195,226,173
222,229,173
193,148,138
143,105,193
193,148,50
50,122,193
182,97,205
193,105,193
49,120,209
182,226,116
222,226,193
181,226,195
179,254,207
51,227,209
222,226,50
182,123,193
143,94,138
143,107,193
184,148,193
195,106,173
191,97,208
50,149,173
48,106,193
50,124,193
51,226,174
193,148,173
143,148,193
222,94,50
48,94,195
223,151,51
50,148,50
222,106,116
143,253,138
222,94,193
182,254,211
50,97,172
193,105,138
182,227,209
192,105,50
220,226,114
193,105,193
181,97,50
193,106,173
182,150,193
182,120,137
182,226,140
195,254,140
50,227,138
193,255,50
221,226,193
223,226,114
181,94,205
193,105,50
182,120,193
181,148,50
193,120,193
76,148,193
179,122,207
193,104,193
143,253,193
142,148,138
52,97,138
182,105,193
193,106,193
75,106,48
50,152,139
76,105,138
51,152,50
50,226,173
193,228,51
143,94,50
222,148,116
193,94,193
222,226,193
75,122,50
179,148,138
180,97,138
221,148,114
180,251,114
77,123,210
182,124,193
143,252,193
181,253,209
143,227,138
223,254,137
143,122,137
77,254,33
75,104,209
222,253,193
48,97,116
50,254,138
143,106,50
184,94,138
50,105,139
77,105,50
184,254,195
178,146,193
77,123,209
179,227,209
193,148,52
195,226,140
143,106,139
143,108,139
193,224,116
222,94,50
50,146,193
182,251,193
184,106,139
50,253,173
75,105,50
193,124,209
53,96,173
192,226,194
184,148,193
182,254,195
179,96,140
182,96,50
224,106,138
50,226,138
50,97,193
50,106,140
222,226,116
180,96,116
193,105,50
193,226,172
143,251,193
52,107,193
193,123,52
179,226,209
193,149,209
195,105,193
50,150,193
50,148,193
225,105,114
50,120,193
50,122,193
143,148,193
50,96,209
192,148,138
222,107,193
50,123,33
142,253,193
179,94,209
145,148,173
193,148,140
179,226,209
193,228,116
184,226,140
193,123,138
222,105,116
75,106,193
77,106,33
50,96,192
52,97,193
50,148,138
143,254,172
179,96,49
182,226,140
193,105,50
222,228,138
221,227,140
221,94,209
184,254,50
74,105,50
192,148,138
50,105,51
181,94,211
50,94,209
50,123,193
193,106,139
77,105,193
179,148,193
223,148,208
193,226,50
179,94,209
182,106,193
195,228,116
193,226,50
222,96,114
78,147,30
179,96,118
76,226,194
192,122,50
143,93,48
193,228,116
52,97,193
182,94,195
193,254,50
142,122,193
50,226,139
193,148,209
193,149,116
50,98,140
193,150,195
182,105,193
182,124,195
193,106,193
177,122,209
222,227,171
193,95,191
73,106,192
223,225,193
143,253,139
50,97,139
77,229,173
224,225,135
193,97,193
179,252,173
193,148,50
179,226,173
222,148,138
179,123,207
143,106,114
193,106,192
50,226,193
48,97,193
143,226,192
50,122,31
222,226,211
75,105,33
222,149,114
182,148,193
143,253,136
192,122,193
48,94,48
220,226,114
181,149,195
223,105,50
182,254,195
51,97,193
178,105,33
179,97,207
50,97,172
193,99,114
50,150,193
222,226,193
143,96,138
50,226,173
182,150,193
142,106,140
143,226,138
50,97,137
143,105,33
144,148,50
50,226,116
221,148,114
180,106,140
224,105,195
53,105,193
182,148,35
50,97,173
50,148,50
143,226,139
222,226,193
51,97,173
48,106,193
182,148,50
50,94,172
50,227,194
143,106,138
77,97,170
193,107,50
143,254,193
223,99,195
50,97,172
141,122,138
182,226,193
182,121,191
179,148,211
143,106,193
77,106,193
77,122,193
77,124,34
75,106,193
181,254,139
178,121,50
193,226,172
194,97,207
193,148,138
222,124,50
182,107,193
179,253,208
143,106,193
192,105,173
193,105,193
193,148,33
77,123,33
52,148,50
222,226,116
222,122,193
191,96,209
